date,post_text,label
2023-09-28 19:33:03,QS forda girls: okay lang ba sainyo kung mas bata yung nagkaka crush/bf sainyo? HAHAHA Crush ko yung kaklase ko sa English tuwing Monday sa JFH. Kaso 4th yr siya ako 3rd yr. hirap kasi once a week lang kami magkita 😭,0
2023-09-28 19:32:05,"Hi, people. Currently shitting tears rn, ang gusto kong mag-contact sa 'kin is 'yung recent ex ko na hindi ko nakakausap for almost a week, bakit ako icocontact ng ex ko n hindi ko na nakausap for almost a year??? ERASE ERASE!!!",0
2023-09-28 19:31:03,tamaraw here! pogi ba mga lassalian dyan🤗,0
2023-09-28 19:30:03,"Hello! Selling my CASIO fx-95MS for ₱900. I bought it a while ago sa Expressions for ₱1259 but I realized na hindi siya same model ng ginagamit namin sa course. If anyone is interested to buy, feel free to comment and I'll pm you. Thank you!",0
2023-09-28 19:29:02,HINAHANAP KO PO YUNG CHINITONG MERONO NA MUKHANG NAG GYGYM PLS PWEDE MO NA SIRAIN BUHAY KO NAKITA KITA NON NAGLALAKAD MALAPIT SA CBAA BUILDING😭🫶,0
2023-09-28 19:28:04,"Greetings in St. La Salle! 🌱

We are from Group 1 of MKA 21 Operation Managment class, we are asking you to please participate on our short survey!

The purpose of this survey is to understand the preferences, decisions, and interests of our target market regarding our proposed product that will be used in our paper. The responses will be kept confidential and used solely for paper purposes.

Thank you very much!💚

🖇️: https://forms.office.com/r/5fERQK5TGZ
🖇️: https://forms.office.com/r/5fERQK5TGZ
🖇️: https://forms.office.com/r/5fERQK5TGZ",0
2023-09-28 19:27:04,"Hello, future doctors!

Do you also prefer an onsite NMAT review center to prepare for NMAT? We're looking for more students to join us in the review center near Robinsons Pala Pala. Comment down below if you're interested, and we'll message you right away.",0
2023-09-28 19:26:04,Hello may naiwan daw pong black pouch sa CR ng GMH building kanina. May laman daw po yun na big amount of money so sana maibalik.,0
2023-09-28 19:24:05,💯/💯,0
2023-09-28 19:23:05,"Hi po,
Gusto ko lang po malaman kung sino yung gumawa neto sa archi exhibit? Ang ganda rin

Kung sinoman kayo, pwede po ba tayo maging friends? Kailangan po namin ng kadaldalan about diyan HAHAHAHAHHAHA

P.S. kung hindi kayo furry, wag kayo magaalala, icoconvert namin kayo HAHAHAHHAHA",0
2023-09-28 19:22:03,Ang hirap pala kapag genuine yung intention mo sa tao/friends pero peperahan at itatake advantage ka lang HAHAHAHA puro palibre or what tapos kapag di mo nabigay gusto ang dami nang masasabing masama/backstab na agad. Ganon ba talaga lasallian? Hahaha,0
2023-09-28 19:21:04,Saan po ang clinic?,1
2023-09-28 19:19:03,"Sana kung napipilitan nalang kayo kausapin yung tao, diretsuhin niyo na lang. Nasave pa yung oras niyo both.",0
2023-09-28 18:12:05,"Hello kay ate kanina sa seminarr. Kung mabasa mo man to, hindi ko po talaga sinasadyaa na madali ng fan yung hair mo😭 sorrryyy",0
2023-09-28 18:11:05,"pls po admin mamamatay na p kmi!!

SA MGA GUMAGAMIT NG ROOM 234 EVERY TUES AND THURS BEFORE 3 MAAWA PO KAYO SAMIN MAGDEO NA PO KYO!! THANKS PO",0
2023-09-28 18:10:07,ibalik nyo iphone charger q pls lng yari ako sa nanay ko,0
2023-09-28 18:09:06,Ako lang ba? Bat wala akong nakikitang pogi sa campus 🥹 Nawawalan na po ako ng gana mag-aral chz HAHAHAH,0
2023-09-28 18:08:05,sino yung naka gray hoodie na makapal eyebrows tas may slit nung wednesday. nadaanan ko sa college area pati sa foodsquare bwhwhaaj ang lala ng eye contact namen🙈 pakilala ka pls,0
2023-09-28 18:06:04,Meron pa bang orgs or clubs na puwede salihan?,1
2023-09-28 18:05:03,"hi po pls help us matapos sa enabling namin tnx so much
Good day! We are 3rd year Computer Science (BCS) students from DLSU-D conducting a survey about ""Sentiment Analysis on DLSU-D Parking Review."" We are in need of 100 RESPONDENTS for this survey. Hopefully, you can help us by answering our survey.
Thank you so much!",0
2023-09-28 18:04:03,Sakin lang ba nag loloko DLSUD KONEK??? ANONAAA,1
2023-09-28 18:03:02,NORMAL PO BA TALAGA NA HINDI MAG ANNOUNCE YUNG PROF SA SB OR SA KUNG SAAN NA WALANG CLASS? KUNG MAG AANNOUNCE NAMAN SIYA DUN LANG SA BLOCK TAPOS YUNG BLOCK NAMAN HINDI SASABIHAN YUNG IRREG. PAKI SABIHAN DIN NAMAN KAMI OH. HINDI BA USO GC NG SUBJECT SAINYO NA HIHIRAPAN KAMING HANAPIN KAYO EH.,1
2023-09-28 18:02:04,hello po! paano po mag-apply as guide sa museum or sa library? saan po makikita if open sila for applications and kung paano yung process? thank you po in advance!,1
2023-09-28 18:01:08,"Nakuha agad parehas kong crush, 2 buwan pa lang nakalipas. Totoo talaga yung sinabi ni Akasaka na ""Love blesses the fast"".

How to get over po. Tropa ko po kasi parehas yung nakakuha sa kanila kaya hindi fair if hinayaan ko lang may nararamdaman ako para sa kanila.

Kailangan ko ba patayin si Kupido? Kung oo, paano po?",0
2023-09-28 17:59:09,andami pong paganap sa lasalle huhu kapagod lalo mag uwian,0
2023-09-28 15:04:05,The food in hiraya is not that great especially the sisig na parang rubberband na sa kunat,0
2023-09-28 15:03:05,nakakuha na ba lahat ng libreng ice cream ng ceatsg?,0
2023-09-28 15:02:05,"what if magpapiso net nalang ako sa loob ng shs complex ?? may net na ang lahat, kikita pa ako 🥰",0
2023-09-28 15:01:07,"lahat po ba ng colleges merong student engagement program?? i'm considering to transfer na po kasi nakakaano naman na nirerequire tayo umattend sa lahat ng events/activities ng dlsud eh di naman lahat may time para umattend sa mga ganon (working students, those na may house responsibilities). nandito lang naman ako para mag-aral po :((",1
2023-09-28 15:00:03,hi kay kuya na naka gray hoodie na makapal kilay tas may slit nung wednesday naka eye contact ko sa foodsquare at college building🙈 pakilala ka pls,0
2023-09-28 14:59:04,"adminnn pa post uli pls haha

FOR SALE: DLSU-D Female Uniform Set

Inclusions:
📍 3 pcs blouse size 34
📍 2 pcs trousers size 28-29
Fits mid-sized girls.

Price:
💵 Php 1,000 all in!

Condition:
📍 Good condition, used only during first year of F2F classes before the pandemic.

RFS:
📍 Graduated na

Please comment here if interested. Thank you!",0
2023-09-28 14:58:05,"Hi po, nagwowork po ba DLSU-D at NU-D?",0
2023-09-28 14:57:05,Why ka mag ssettle for someone na nilolowkey ka lang kung mayroon jang iba na di mahihiyang ipaalam sa buong mundo na mahal ka. eme wattpad yarn🤪,0
2023-09-28 14:55:03,huy wala ba tayong acquaintance party or ano gusto ko na umawra pls,0
2023-09-28 14:54:04,I'm gay and willing to be with someone. But it's hard because I don't know what to do.,0
2023-09-28 14:53:04,nasa may botanical garden po ako kanina yung may mga seat sa garden tapos nakaupo ako mag isa kasi kumain me lunch bigla akong tinabihan ng mga ibang year ata so na shookt ako den nag uusap sila sa about prey and predator web ganon medyo nakikisagot ako sa grouping nila😭 nakaka hiya pero kasi dahil tambay ako don palagi alam ko yung mga insects and animals doon tapos nag sabi nanaman me idea nakikipart ako sa group huhu nakakahiya ang ending umalis na ako bigla tapos nag thankyou sila ang cutiee lang ng experience ko padayon po mga losalyan HASHAHAHHAH,0
2023-09-28 14:51:03,"I just want to inform someone na active here that I AM CONFUSE WITH YOUR ACTIONS. PLS WAG MO AKONG LANDIIN KUNG UNSURE KA SAKIN KASI MADALI AKONG MAFALL👉🏼👈🏼

-CBAAgal",0
2023-09-28 14:50:03,may naka kita po ba ng iphone charger sa room 121 na may label na ki/kids? Pakibalik po please huhu im willing to pay 100 petot😞😞🥹🙏,0
2023-09-28 14:48:04,"Admin please dami ko na message ayaw mo i post huhu.

Btw hi everyone please help me nahanap yung guy. Medyo matangkad, Moreno, chinito. Muka syang introvert. Hi huy kung natatandaan mo ako. Ako yung sa pababa ng 7/11 tinawag ka na “kuya yung bag mo nakabukas” Hindi ko na makalimutan yung face mo please paki help naman ako na mahanap sya. Bibigyan ko ng reward pa share please 🤞

Lycean girl",0
2023-09-28 12:19:04,MAY FRESHIE NIGHT BANG MAGAGANAP SA UD??? PLS,1
2023-09-28 12:18:03,Please don't let your friend feel excluded and instead make them feel that they belong!,0
2023-09-28 12:17:04,"Kaya pala tamad na akong pumasok, graduate na yung crush ko. Pakita ka naman pls",0
2023-09-28 12:16:02,Anong happy crush day? e binasted ako ng crush ko ngayon,0
2023-09-28 12:15:02,"saan po yung GSO? nag-aapply po kasi ako for car sticker hehe. sana ma-answer. ty!

admin: sa ayuntamiento po",1
2023-09-28 12:14:03,Hello po penge po suggestions mahal ko pa po kasi ex ko,0
2023-09-28 12:13:02,"always craving for cookies 🥹
please drop your pages po hihi
thank you!!",0
2023-09-28 12:12:02,"tuwing umaga kapag nagddrive ako, inoobserve ko kung sino sino yung mga nakakasabay ko bumyahe. Minsan may mga nakakasabay ako na mula sa subdivision namin tapos nagtatagpo ang aming landas, hanggang ud kasabay ko sila. Pero minsan nagkakahiwalay ng daan kapag may intersection na nadadaanan. Wala lang, trip ko lang iobserve sino sino mga nakakasama ko kasi more than the journey, it’s the friends we made along the way (papuntang ud HAHAHAHAHA)",0
2023-09-28 12:11:05,"grabe huhu, hindi po ba extended ang car sticker for shs? late na naannounce for us :((",1
2023-09-28 12:10:05,"may nakasalubong akong mother 1st week ng pasukan this sem sa cr. she was trying to use the faucet pero hindi gumagana yung tinatry niyang buksan. sakto sabi ko isa lang po yung faucet na working ng maayos eh tas tinuro yon.

initial reaction namin ng friend ko non sis, nahiya kami. idk parang kasing pride rin namin yon cuz we study there. medyoSee more nakakahiya lang yung cr natin. kasi imagine, some faucets are not working, some toilets are not working, some toilet doors can't be closed, and the mirrors are like from the early 2000s pa. pano kung may mag campus tour or what tas ganon nadatnan nila sa comfort rooms. and hindi lang yon pati classrooms din. pero that's for another entry na lang.",1
2023-09-28 12:09:04,"Hey guys paampon sa E-sports (ML) sa CLAC, Psych Department exp lane na q",0
2023-09-28 12:08:04,"Guys, we need your help achieve 300 participants for our group project (grab food survey). We appreciate for your help!!! 🥹🥹🥹

LINK:
https://forms.gle/rr2sAqZjdoULmdgJ9

Maraming salamat nadin admin kung na post niyo po ito.",0
2023-09-28 12:06:04,"hi po dun sa varsity ng vb yung matangkad na chinito, no.21 ata jersey number🥰🥰🥰",0
2023-09-28 00:05:07,"taga CEAT aq, pero truetoo nga ang balita na may redflag sa CEAT mga behh",0
2023-09-28 00:04:08,"Hi gusto ko lang itanong, may special graduation ba this year, especially sa mga nagtake ng special term? Thank you sa sasagot labyu po",1
2023-09-28 00:03:02,"Henlo! So, I’m kind of talking to this person and my messages are always on delivered. Their excuse is “I’m sorry, busy (but the busy is short eg. bc or bz)” or they won’t respond at all unless I text them again (mind you, I would see them posting and reacting everywhere but replying to me). Then, the same cycle happens. Why is it like that? Ang ayos - ayos ng pakikitungo ko sayo then you’ll treat me like that? If you don’t wanna be friends or sum, sabihin mo. Hindi yung nagmumukha akong tanga:)",0
2023-09-28 00:02:06,la salle pa more,0
2023-09-28 00:00:08,mga joshua talaga red flag 🚩😟 lalo na taga ceat,0
2023-09-27 23:59:07,madali lang po ba itago yung lip piercing sa swafo,0
2023-09-27 23:58:03,SALAMAT CBAASG SA DP BLAST NIYO NALAMAN KO NA KUNG TAGA SAANG COMMITTEE YUNG CRUSH KO 💛💛💛 CREATIVES 🔛🔝,0
2023-09-27 23:56:03,"mahal mahal ng tuition kulang pa parking, lubak lubak pa off roading na eh, and what's up with the regulations for cars we paid to study here lol",1
2023-09-27 23:51:07,"Hallur everyone, want niyo ba button pins? I can deliver from gate 1 to gate 3 pero most of the time nasa jfh kubo ako. See comsec na lang for the prices and designs 💚",0
2023-09-27 23:50:03,dat may halloween party eh,0
2023-09-27 23:49:04,"Ako 'yung guy about sa draining part. I regret confronting her about it. She only needed me and my comfort but I reacted negatively. Mahal, I'm sorry. Mahal na mahal kita. Pahinga ka lang :( At sa pagbalik mo, may naghihintay na yakap. Yakap na matagal at mahigpit.",0
2023-09-27 23:41:03,Di ko alam kung matutuwa ba ako nung mas mataas pa score ko kesa dun sa kinopyahan ko nung exam 🥹,0
2023-09-27 23:40:06,"

Hello po baka may nakakita po ng iphone charger sa JFH 502",0
2023-09-27 23:39:04,Bakit puro groupworks? Ayaw ba ng ud matuto maging strong and independent ang students nila?,0
2023-09-27 23:38:04,geng geng,0
2023-09-27 23:37:05,Sa second year na kuya na pinuno ang hydrofresh ko shout sayo thank you kuya sarap nung ice cream,0
2023-09-27 23:36:03,"anteh gumalaw ka naman, groupings 'to hoy ni ideas o labor wala kang ambag. 'di ka pa kikilos kung di ka uutusan 😀",0
2023-09-27 23:35:04,bat panay hawak sa shoulders ko nung nag trip to Jerusalem dat yung tropa mo na lang na crush ko☺️,0
2023-09-27 23:34:03,"Hai!

For everyone's safety and privacy, please refrain from posting a submission with someone's name (first name, last name, or nickname man nila yan) kasi madaming fake news and maninira sa mundong ito hahaha gawin rin nating for fun ito pero not too fun to the point na makakasira ka na ng tao and it will affect their mental health.

What stays between you two, stays between you two.",0
2023-09-27 23:33:04,"HOIIIII SAGUTIN NYO AKO KUNG PWEDE BA PUMUNTA YUNG HINDI NA FROSHIE SA UNITE & CONQUER NG CSCS. And if ever, kasali din ba kami sa makakatanggap ng incentives? Kahit di kami freshmen basta pumunta lang?

Admin pa post nitoooo. Event na bukas ohh (sep. 28)",1
2023-09-27 23:32:08,"Hello po, last resort ko na to for finding my missing earbud, may nakapulot po ba ng 1 piece na earbud ng galaxy buds pro na black? T_T",0
2023-09-27 23:30:05,parang gusto ko nalang siyang ikiss. down bad na ata talaga ako.,0
2023-09-27 23:29:02,"I know there are DLSU-D Profs/Workers here in FW. Sa nakakaalam po, when nyo po ba maaayos yung DLSUD Konek? Wala na nga pong signal sa campus, wala pang wifi na bayad ng tuition namin. May mga student po na nag stay sa campus kasi ayaw na mag pa load for doing assessments, tapos hindi nyo man lang po maayos yung Konek. And for sure madaming students nagrereklamo, and kalat na po ang reklamo about this, pero bakit wala man lang formal email or comment ang school kung bat ganoon ang Konek?

- penguin na nagawa ng schoolwork sa lib",1
2023-09-27 23:28:04,Stress na stress na nga ko sa acads tapos sobrang cold mo pa. Magcooperate ka naman!,0
2023-09-27 23:27:03,"Dang cute ni ate P kanina sa team building namin HAHAHAHA
#Boms",0
2023-09-27 23:26:05,How do I get over him without ignoring him?,0
2023-09-27 23:25:04,Shoutout po umihi SA MISMONG FLOOR ng coed mens cr!!! Di ko alam kung di mo lang napigilan or siraulo ka pero grabe na po toh ANG PANGHE 😭,0
2023-09-27 23:23:08,"AS AN IPAD GIRLIE NA WALANG PHONE AT UMAASA LANG SA DLSUD KONEK PAG NASA SCHOOL, WHEN PO KAYA MAAYOS YAN ANEZ???? NAIIYAK NA PO AKO DITO HINDI KO PO MAKITA MGA FRIENDS KO LAGI KASI WALA AKONG PANG COMS. SHOUTOUT DIN SA MAMA KO DYAN SANA MABILHAN NA KO NG PHONE OHH NAGPAPAKABAIT NAMAN NA KO, NAUWI NA RIN AKO BEFORE 12 MIDNIGHT I LOVE YOU MAMA KONG FRESH EVERYDAY SANA MABASA MO TO",1
2023-09-27 23:22:03,"Hello po, pwede po ba mag rant/hingi ng advice??

Kasi po nung start po ng s.y. i developed a crush on my blockmate tapos, ayun syempre kilig ako, tapos I found out they had a bf so I HAD TO TAKE A FEW STEPS BACK!! Syempre noh may jowa hindi tayo magiging home-wrecker for today 🫡

So ayun, same kasi kami ng circle so syempre nagiging close, and ofc I maintain a safe distance since I know my boundaries pero he keeps approaching me 😭 and it's really so messed up cuz ayoko pong mawala ung friendship namin pero he's being too close for comfort, he makes subtle advancements na weird and ewan ko it's making me uncomfy

Idk what to do and I definitely don't want to confront him about it since baka matawag pako na delusional :((

And just a disclaimer na din na, I never entertain any of his advances and I will never tolerate cheating!!! Pero yun what should I do po huhu",0
2023-09-27 23:20:05,DLSUD KONEK ANO NA HINDI BA TAYO EVER GAGANA!!!!!!!!!!!!!!!!!,1
2023-09-27 14:40:03,"bakit ba ang hilig ninyo gumawa ng malapit na sa deadline? ang haba ng oras gawin yan tapos ngayon na malapit na, dun kayo mangangarag ng tao? respeto naman sa oras oh. thanks",0
2023-09-27 14:39:07,"Helloooooo, meron po ba nakakita ng Samsung S20+ na phone sa Foodsquare? Naka black na case na clear sa likod w/ photocard. Meron rin siyang wallpaper na Schedule ng Stm114. If ever po nahanap pwede po ba magreach out sa
https://www.instagram.com/stem_114 thank youuuuu",0
2023-09-27 14:38:04,"hi, pwede po kaya magdala ng snacks and drinks sa loob ng libspace? if ever naman nagkaroon ng dumi we will clean up our mess naman po",0
2023-09-27 14:36:03,hi! freshman po ako so i have no idea po kung pwede po ba thru gcash ang bayad ng tuition fee po? thank you po!!,1
2023-09-27 14:35:05,"Puro nalang kayo Chinito na matangkad ayaw nyo ba sa Fox eyes, na Matangkad, na wavy Hair, kayang maglaan ng oras para sayo, kausap mo lagi. ako na to oh",0
2023-09-27 14:24:05,Gusto ko lang mag rant kasi I swear super nadradrain na ko sa mga nangyayare paulit ulit nlng. Grabe group work nga dba? pero bakit ganyan wla ba kayong konsensya? kung kayo walang pake sa grades pano naman kameng mga nagsisikap. Anim kame sa grupo pero halos tatlo lang kaming nagawa tangina nmn ganon ba kahirap magseen sa gc? ang dami nyong excuse bat hindi nyo nlng gawin agad para tapos na antagal ng binigay sainyo d nyo manlang magawa? nakakainis lang napapagod din nmn kame guys kung di kayo tutulong aba pag isipan nyo nmn ng mabuti kasi napapagod na nga kami sa school works tas napapagod pa kami kakahabol sainyo halos kalahati lng ng grupo ung nagawa? apaka gago nyo nmn pagod na pagod na kami.,0
2023-09-27 14:23:04,‘Yung nasa college ka na pero nagagawa mo paring pagtawanan insecurities ng ibang tao. Pls grow up po 🙂,0
2023-09-27 14:22:06,"I got this girl I like, but I have troubles on expressing my feelings for her. I am not good with expressing myself or my feelings in general, but I really like her. What can I do?",0
2023-09-27 14:21:03,Kaloka yung blockmate ko nangopya na nga lang pati pangalan ko nakopya.,0
2023-09-27 14:20:03,Sa sobrang pagka overachiever pati manliligaw ng iba gusto i-achieve 🤭,0
2023-09-27 14:19:04,"ngayon lang nireveal ni admin yung late night thoughts ko tungkol sa kanya nagccringe na tuloy ako 😭

admin: HAHAHAHHAHAHAHAHAHAHHAHAHAHAHAHA",0
2023-09-27 14:18:06,pano ba kase manuyo mag 1 month na syang galit sakin,0
2023-09-27 14:16:05,Pano matulog kahit tapos na mga assessments???,0
2023-09-27 14:06:04,"grabe naman po mga cr sa CBAA building huhu nakaraan may submission na may 2bol na hindi lumubog, tapos ngayon may kulangot na nakapahid sa pader, may buhok pa 😭",1
2023-09-27 14:05:05,"Looking for kasama manood ng eras tour sa SM Dasma, sino pwede kasabay bukas bumili ng tix, kinakabahan ako maubusan, kahit sa cine nalang mapanood 😭😭😭",0
2023-09-27 14:04:03,"habol sa pasko (2)

lf:
-6 footer 😸👍
-wears glasses
-may pake sa acads
-ideal date ay study dates
-humss student
-bonus na siguro kung chinito",0
2023-09-27 14:03:04,hello po! mag-oopen po ba ng application for student assistants po next sem po? thank you po!,1
2023-09-27 14:02:06,Ask ko lang po if may magbebenta ng ticket nila sa Cosmania (Day 2) Silver ticket. Gusto po kasi ng friend ko sumama. Paki dm nalang po sa name sa comments.,0
2023-09-27 14:01:05,"Malaki lasalle dba is there a map? Baka mawala ako or tour guide na matangkad, green flag, nice hair, older, smart, helpful, chinito...",0
2023-09-27 14:00:02,"Lapag niyo joke niyo. Pag natawa ako. Sesendan kita Gcash.

Lapag joke then Gcash no.

Pag di nakakatawa, sorry.",0
2023-09-27 13:59:07,hello! i’m looking for mga ud peeps na pwede i-carpool. from pacita/san pedro/swoods to gate 1. 50 pesos lang rate hehe,0
2023-09-27 13:58:03,"what if ganto yung chairs natin? hindi ba to ideal or what? what's the plan, ud? flz

(photo from de la salle lipa)",0
2023-09-27 13:56:04,"𝗖𝗔𝗟𝗟 𝗙𝗢𝗥 𝗥𝗘𝗦𝗣𝗢𝗡𝗗𝗘𝗡𝗧𝗦 📣📣

We are 4th Year BS Psychology students from De La Salle University-Dasmariñas and we are inviting you to take part on our study focusing on 𝐌𝐞𝐚𝐬𝐮𝐫𝐢𝐧𝐠 𝐭𝐡𝐞 𝐏𝐞𝐫𝐜𝐞𝐩𝐭𝐢𝐨𝐧 𝐨𝐟 𝐅𝐢𝐥𝐢𝐩𝐢𝐧𝐨 𝐏𝐫𝐨𝐟𝐢𝐥𝐞See more 𝐔𝐬𝐞𝐫𝐬 𝐢𝐧 𝐃𝐚𝐭𝐢𝐧𝐠 𝐀𝐩𝐩𝐬. 💚✨

𝙒𝙚 𝙖𝙧𝙚 𝙧𝙚𝙖𝙘𝙝𝙞𝙣𝙜 𝙤𝙪𝙩 𝙩𝙤 𝙞𝙣𝙙𝙞𝙫𝙞𝙙𝙪𝙖𝙡𝙨 𝙬𝙝𝙤:
• Identify as part of the Filipino Men Who Have Sex with Men (MSM) community.
• Currently resides in Cavite.
• 19 to 30 years old.
• Have personal experience using, or are presently using, gay dating apps.

If you deem yourself available and qualified for this study, below is the attached link to the Google Forms. Kindly click the survey link below to participate:

https://forms.gle/bfxTaj9PUwSHd9G37
https://forms.gle/bfxTaj9PUwSHd9G37

A cash reward of PHP 500.00 will be provided to five (5) randomly chosen participants who complete the study. 🎉🤑",0
2023-09-27 13:55:03,"Selling Pink Casio fx-991ES Plus (2nd edition) for PHP 1,000. Meet up sa Gate 1, 7/11. Price is negotiable.

message me sa TG for more deets @wytchocolatte",0
2023-09-27 11:46:03,Simula nung nag gym ako yung mga dating seenzone lang nagkakandarapa na sa pag imbita magkape 💀,0
2023-09-27 11:45:03,hi po! saan po ‘yong lost & found sa SHS po? thank youu!,0
2023-09-27 11:44:07,"Oo na bonak ko na, please Miss A ng 2:51 am lumabas ka na andami natin napag usapan iniiyakan na kita😭😭",0
2023-09-27 11:43:05,"Good morning admin, have you had your breakfast alrdy? Please pa post po, thank you^^

Hi po, has anyone seen a ring like that sa rooms 123-122 shs complex. It was under the desk na malapit po sa may door, at the back. If ever may nakapulot/mapulot man please give it back 😢 (sorry malabo pic, deleted all my pics kase, yan lang meron me)",0
2023-09-27 11:42:04,dlsud is the home of the freeloaders💪🏻,1
2023-09-27 11:41:03,sana may 2k tournament sa intrams,0
2023-09-27 11:40:07,"Pag nag 10k likes na ang Freedom Wall, mamimigay ako ng Sampung Libo sa bawat Pamilyang Pilipino.",0
2023-09-27 11:39:05,hi po ask ko lang if required ba magbayad sa ikot? di paba yun kasama sa tuition hahaha,1
2023-09-27 11:38:06,if magrereklamo kayo na active lang siya sainyo sa gabi isipin mo tao rin siya may sariling responsibilities ikaw ba ano inaatupag mo sa buhay eme,0
2023-09-27 11:37:04,may storybooks ba sa lib? HAHAHAHAHAHAHAHAHA TYIA!,1
2023-09-27 11:35:03,"henlo, freedom wall! hALP UR GURL OUT 😔😔 ASAAAAP

lf: dorm near gate 1 (k lang po kung wala gaano gamit and hindi kasama si water or wifi basta mapapagpahingahan sa 6 hours na vacant shuta TUT))

- flexi budg (til 5k? huhu)
- no shared (solo po sana)
- not all girls (yung hindi strict kung may bisitang boy)

asap pls tysm!!",0
2023-09-27 11:34:05,What happens kapag first offense na sa swafo? (2nd violation) amp kasi,1
2023-09-27 11:32:04,ang galing naman gumawa ng exam schedule ng shs? pinagsabay genmath and genbio😅 sana sinaksak nyo nlng kmi😩,0
2023-09-26 23:47:04,"Hello benta ko lang sarili ko (mamalasin habang buhay kapag walang nagreact ng wow emoji dito)

-CLAC student (girl po me)
-Maganda (di ako mahangin)
-Dancer sa umaga, singer sa gabi (willing to hele you)
-Can play the guitar, pero if want mo pukpok ko nalang sa ulo mo
-Academic achiever, can help u with ur assessments 📚 (readings lang kaagaw mo)
-Anime, Kdrama and western series lover, pwede namang lover mo rin
-Sporty (pero pinaglalaruan, ironic) jk
-Coffee addict
-Loves to draw and paint
-Mahilig sa gwapo, sino ba namang gugustuhing maloko ng 👺???
-5'5 (kahit maliit ka man o matangkad, duwende o kapre, tatanggapin kita maging sino ka man)
-Last na, EMOTIONALLY UNSTABLE (alam ko na ito yung meta ngayon, fix me nga daw oh) if willing ka maging bob the builder then welcome to my life

react 😲 sa interested, ako na bahala mag chat. pagpalain sana kayo ni lord up the heavens above",0
2023-09-26 23:46:02,"Helloo, ask ko lang po if who is interested in buying photocards ng twiceee and hotwheels na rin. Negotiable pricess",0
2023-09-26 23:45:06,ano ba dapat ang interests na ilagay sa ome para makamatch ng bading (girls) na taga dito sa ud asking for a friend salamuch so much 🥰,0
2023-09-26 23:44:03,wag kayo mastress sa school focus kayo sa appearance and outfits,0
2023-09-26 23:43:03,"shutang yan, ganitong oras pa talaga ako nagrelapse 🥹",0
2023-09-26 23:42:04,Pa help po San po yung mathematics department?,1
2023-09-26 23:41:03,perfectionst at malinis raw gumawa ng draft ang taurus. tru ba??,0
2023-09-26 23:40:05,"Minsan naiisip mo ba na ""𝑲𝒂𝒑𝒂𝒈 𝒕𝒖𝒎𝒂𝒏𝒅𝒂 𝒂𝒌𝒐, 𝒔𝒊𝒏𝒐𝒏𝒈 𝒎𝒂𝒈-𝒂𝒂𝒍𝒂𝒈𝒂 𝒔𝒂 𝒂𝒌𝒊𝒏?"" Kung oo ang iyong sagot, baka para sa 'yo na itong research study namin. 🙈

Halina't samahan mo kaming pag-usapan ito sa aming pag-aaral. 🤗🤍

We are 4th year AB Psychology students from De La Salle University- Dasmariñas and we are conducting a study entitled ""𝘾𝙤𝙣𝙩𝙧𝙖𝙨𝙩𝙞𝙣𝙜 𝙋𝙚𝙧𝙨𝙥𝙚𝙘𝙩𝙞𝙫𝙚𝙨 𝙤𝙣 𝙁𝙖𝙢𝙞𝙡𝙮 𝘾𝙖𝙧𝙚𝙜𝙞𝙫𝙞𝙣𝙜 𝙤𝙛 𝙀𝙡𝙙𝙚𝙧𝙡𝙞𝙚𝙨 𝘼𝙢𝙤𝙣𝙜 𝘽𝙖𝙗𝙮 𝘽𝙤𝙤𝙢𝙚𝙧𝙨, 𝙂𝙚𝙣𝙚𝙧𝙖𝙩𝙞𝙤𝙣 𝙓, 𝙖𝙣𝙙 𝙂𝙚𝙣𝙚𝙧𝙖𝙩𝙞𝙤𝙣 𝙕"". We aim to gain an in-depth understanding of the varying perspectives on caregiving roles, responsibilities, and approaches of the said three generations.

In light of this, we are looking for people who meet the following requirements:

-‌Must be residing in Cavite

-‌A family that lives under the same roof and have members that belong to these three generations: Generation Z, Generation X, and Baby Boomers.

-‌For 𝗚𝗲𝗻𝗲𝗿𝗮𝘁𝗶𝗼𝗻 𝗭, participants must be between the ages of eighteen (18) and twenty-eight (28)

-‌For 𝗚𝗲𝗻𝗲𝗿𝗮𝘁𝗶𝗼𝗻 𝗫, participants must be between the ages of forty-three (43) and fifty-three (53)

-‌For 𝗕𝗮𝗯𝘆 𝗕𝗼𝗼𝗺𝗲𝗿𝘀, participants must be between the ages of sixty-three (63) and seventy-three (73)

Token of appreciation will be given to those who are willing to be our participants in this study. 💌

Rest assured that the data collected will be strictly confidential and will be used solely for research purposes.

If you are interested in participating in our study or if you have questions and concerns, please do not hesitate to contact us in our Facebook accounts or through the following:

𝐌𝐬. 𝐀𝐥𝐞𝐞𝐲𝐚𝐧 𝐒𝐚𝐧𝐭𝐨𝐬: +639279223274 | sad1976@dlsud.edu.ph

𝐌𝐬. 𝐂𝐨𝐥𝐥𝐚𝐢𝐧𝐞 𝐋𝐚𝐜𝐫𝐞: +639358108654 | lcs1003@dlsud.edu.ph

𝐌𝐬. 𝐉𝐨𝐡𝐧𝐧𝐚 𝐄𝐬𝐩𝐢𝐫𝐢𝐭𝐮: +639163171817 | ejo1269@dlsud.edu.ph",0
2023-09-26 23:39:04,may pogi ba sa mma na nagkakagusto din sa pogi baka naman,0
